year,territory_raw,territory_level,metric,value
2014,Пловдив,district,rural,1532.0
2014,Разград,district,total,1041.0
2014,Разград,district,urban,442.0
2014,Разград,district,rural,599.0
2014,Русе,district,total,1873.0
2014,Русе,district,urban,1520.0
2014,Русе,district,rural,353.0
2014,Силистра,district,total,998.0
2014,Силистра,district,urban,404.0
2014,Силистра,district,rural,594.0
2014,Сливен,district,total,2395.0
2014,Сливен,district,urban,1413.0
2014,Сливен,district,rural,982.0
2014,Смолян,district,total,738.0
2014,Смолян,district,urban,462.0
2014,Смолян,district,rural,276.0
2014,София (столица),district,total,13799.0
2014,София (столица),district,urban,13350.0
2014,София (столица),district,rural,449.0
2014,София,district,total,2080.0
2014,София,district,urban,1427.0
2014,София,district,rural,653.0
2014,Стара Загора,district,total,3099.0
2014,Стара Загора,district,urban,2262.0
2014,Стара Загора,district,rural,837.0
2014,Търговище,district,total,1071.0
2014,Търговище,district,urban,513.0
2014,Търговище,district,rural,558.0
2014,Хасково,district,total,2061.0
2014,Хасково,district,urban,1549.0
2014,Хасково,district,rural,512.0
2014,Шумен,district,total,1619.0
2014,Шумен,district,urban,971.0
2014,Шумен,district,rural,648.0
2014,Ямбол,district,total,1236.0
2014,Ямбол,district,urban,875.0
2014,Ямбол,district,rural,361.0
2015,България,country,total,65950.0
2015,България,country,urban,49486.0
2015,България,country,rural,16464.0
2015,Благоевград,district,total,2993.0
2015,Благоевград,district,urban,1913.0
2015,Благоевград,district,rural,1080.0
2015,Бургас,district,total,4115.0
2015,Бургас,district,urban,3068.0
2015,Бургас,district,rural,1047.0
2015,Варна,district,total,4394.0
2015,Варна,district,urban,3720.0
2015,Варна,district,rural,674.0
2015,Велико Търново,district,total,2132.0
2015,Велико Търново,district,urban,1556.0
2015,Велико Търново,district,rural,576.0
2015,Видин,district,total,565.0
2015,Видин,district,urban,396.0
2015,Видин,district,rural,169.0
2015,Враца,district,total,1407.0
2015,Враца,district,urban,783.0
2015,Враца,district,rural,624.0
2015,Габрово,district,total,794.0
2015,Габрово,district,urban,668.0
2015,Габрово,district,rural,126.0
2015,Добрич,district,total,1478.0
2015,Добрич,district,urban,1024.0
2015,Добрич,district,rural,454.0
2015,Кърджали,district,total,1390.0
2015,Кърджали,district,urban,612.0
2015,Кърджали,district,rural,778.0
2015,Кюстендил,district,total,926.0
2015,Кюстендил,district,urban,734.0
2015,Кюстендил,district,rural,192.0
2015,Ловеч,district,total,1082.0
2015,Ловеч,district,urban,701.0
2015,Ловеч,district,rural,381.0
2015,Монтана,district,total,1118.0
2015,Монтана,district,urban,712.0
2015,Монтана,district,rural,406.0
2015,Пазарджик,district,total,2467.0
2015,Пазарджик,district,urban,1604.0
