year,territory_raw,territory_level,metric,value
2012,Стара Загора,district,urban,1298.0
2012,Стара Загора,district,rural,749.0
2012,Търговище,district,total,758.0
2012,Търговище,district,urban,337.0
2012,Търговище,district,rural,421.0
2012,Хасково,district,total,1307.0
2012,Хасково,district,urban,965.0
2012,Хасково,district,rural,342.0
2012,Шумен,district,total,1031.0
2012,Шумен,district,urban,619.0
2012,Шумен,district,rural,412.0
2012,Ямбол,district,total,877.0
2012,Ямбол,district,urban,609.0
2012,Ямбол,district,rural,268.0
2013,България,country,total,39375.0
2013,България,country,urban,27715.0
2013,България,country,rural,11660.0
2013,Благоевград,district,total,1240.0
2013,Благоевград,district,urban,791.0
2013,Благоевград,district,rural,449.0
2013,Бургас,district,total,2294.0
2013,Бургас,district,urban,1654.0
2013,Бургас,district,rural,640.0
2013,Варна,district,total,2575.0
2013,Варна,district,urban,2012.0
2013,Варна,district,rural,563.0
2013,Велико Търново,district,total,1471.0
2013,Велико Търново,district,urban,956.0
2013,Велико Търново,district,rural,515.0
2013,Видин,district,total,501.0
2013,Видин,district,urban,337.0
2013,Видин,district,rural,164.0
2013,Враца,district,total,973.0
2013,Враца,district,urban,494.0
2013,Враца,district,rural,479.0
2013,Габрово,district,total,566.0
2013,Габрово,district,urban,450.0
2013,Габрово,district,rural,116.0
2013,Добрич,district,total,1065.0
2013,Добрич,district,urban,670.0
2013,Добрич,district,rural,395.0
2013,Кърджали,district,total,624.0
2013,Кърджали,district,urban,284.0
2013,Кърджали,district,rural,340.0
2013,Кюстендил,district,total,545.0
2013,Кюстендил,district,urban,449.0
2013,Кюстендил,district,rural,96.0
2013,Ловеч,district,total,770.0
2013,Ловеч,district,urban,479.0
2013,Ловеч,district,rural,291.0
2013,Монтана,district,total,880.0
2013,Монтана,district,urban,532.0
2013,Монтана,district,rural,348.0
2013,Пазарджик,district,total,1803.0
2013,Пазарджик,district,urban,1099.0
2013,Пазарджик,district,rural,704.0
2013,Перник,district,total,528.0
2013,Перник,district,urban,461.0
2013,Перник,district,rural,67.0
2013,Плевен,district,total,1400.0
2013,Плевен,district,urban,801.0
2013,Плевен,district,rural,599.0
2013,Пловдив,district,total,3751.0
2013,Пловдив,district,urban,2717.0
2013,Пловдив,district,rural,1034.0
2013,Разград,district,total,505.0
2013,Разград,district,urban,214.0
2013,Разград,district,rural,291.0
2013,Русе,district,total,1090.0
2013,Русе,district,urban,801.0
2013,Русе,district,rural,289.0
2013,Силистра,district,total,623.0
2013,Силистра,district,urban,230.0
2013,Силистра,district,rural,393.0
2013,Сливен,district,total,1708.0
2013,Сливен,district,urban,884.0
2013,Сливен,district,rural,824.0
2013,Смолян,district,total,496.0
2013,Смолян,district,urban,316.0
2013,Смолян,district,rural,180.0
2013,София (столица),district,total,6617.0
2013,София (столица),district,urban,6362.0
2013,София (столица),district,rural,255.0
2013,София,district,total,1293.0
2013,София,district,urban,874.0
2013,София,district,rural,419.0
2013,Стара Загора,district,total,2111.0
2013,Стара Загора,district,urban,1350.0
2013,Стара Загора,district,rural,761.0
2013,Търговище,district,total,677.0
2013,Търговище,district,urban,281.0
2013,Търговище,district,rural,396.0
2013,Хасково,district,total,1300.0
2013,Хасково,district,urban,946.0
2013,Хасково,district,rural,354.0
2013,Шумен,district,total,1090.0
2013,Шумен,district,urban,656.0
2013,Шумен,district,rural,434.0
2013,Ямбол,district,total,879.0
2013,Ямбол,district,urban,615.0
2013,Ямбол,district,rural,264.0
2014,България,country,total,39773.0
2014,България,country,urban,28328.0
2014,България,country,rural,11445.0
2014,Благоевград,district,total,1238.0
2014,Благоевград,district,urban,798.0
2014,Благоевград,district,rural,440.0
2014,Бургас,district,total,2284.0
2014,Бургас,district,urban,1675.0
2014,Бургас,district,rural,609.0
2014,Варна,district,total,2743.0
2014,Варна,district,urban,2164.0
2014,Варна,district,rural,579.0
2014,Велико Търново,district,total,1438.0
2014,Велико Търново,district,urban,968.0
2014,Велико Търново,district,rural,470.0
2014,Видин,district,total,496.0
2014,Видин,district,urban,329.0
2014,Видин,district,rural,167.0
2014,Враца,district,total,1096.0
2014,Враца,district,urban,567.0
2014,Враца,district,rural,529.0
2014,Габрово,district,total,546.0
2014,Габрово,district,urban,449.0
2014,Габрово,district,rural,97.0
2014,Добрич,district,total,997.0
2014,Добрич,district,urban,587.0
2014,Добрич,district,rural,410.0
2014,Кърджали,district,total,639.0
2014,Кърджали,district,urban,319.0
2014,Кърджали,district,rural,320.0
2014,Кюстендил,district,total,592.0
2014,Кюстендил,district,urban,468.0
2014,Кюстендил,district,rural,124.0
2014,Ловеч,district,total,815.0
2014,Ловеч,district,urban,526.0
2014,Ловеч,district,rural,289.0
2014,Монтана,district,total,852.0
2014,Монтана,district,urban,519.0
2014,Монтана,district,rural,333.0
2014,Пазарджик,district,total,1758.0
2014,Пазарджик,district,urban,1119.0
2014,Пазарджик,district,rural,639.0
2014,Перник,district,total,540.0
2014,Перник,district,urban,465.0
2014,Перник,district,rural,75.0
2014,Плевен,district,total,1519.0
2014,Плевен,district,urban,855.0
2014,Плевен,district,rural,664.0
2014,Пловдив,district,total,3741.0
2014,Пловдив,district,urban,2720.0
2014,Пловдив,district,rural,1021.0
2014,Разград,district,total,522.0
2014,Разград,district,urban,221.0
2014,Разград,district,rural,301.0
2014,Русе,district,total,1060.0
2014,Русе,district,urban,827.0
2014,Русе,district,rural,233.0
2014,Силистра,district,total,568.0
2014,Силистра,district,urban,204.0
2014,Силистра,district,rural,364.0
2014,Сливен,district,total,1750.0
2014,Сливен,district,urban,909.0
2014,Сливен,district,rural,841.0
2014,Смолян,district,total,488.0
2014,Смолян,district,urban,319.0
2014,Смолян,district,rural,169.0
2014,София (столица),district,total,6923.0
