dataset,year,residence_group,female_age_group,male_age_group,value,source_file,sheet_name
marriages_age_matrix,2022,Общо за страната,20 - 24,18 - 19,78.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,20 - 24,1542.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,25 - 29,2097.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,30 - 34,805.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,35 - 39,164.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,40 - 49,70.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,50 - 59,10.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,total,6488.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,18 - 19,6.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,20 - 24,314.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,25 - 29,2819.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,30 - 34,2382.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,35 - 39,704.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,40 - 49,237.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,50 - 59,22.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,25 - 29,60 +,4.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,total,4761.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,18 - 19,3.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,20 - 24,71.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,25 - 29,505.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,30 - 34,2037.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,35 - 39,1401.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,40 - 49,675.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,50 - 59,61.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,30 - 34,60 +,8.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,total,2952.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,20 - 24,20.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,25 - 29,100.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,30 - 34,428.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,35 - 39,1060.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,40 - 49,1171.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,50 - 59,147.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,35 - 39,60 +,25.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,total,3604.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,20 - 24,9.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,25 - 29,32.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,30 - 34,158.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,35 - 39,360.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,40 - 49,2026.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,50 - 59,859.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,40 - 49,60 +,158.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,total,1217.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,25 - 29,4.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,30 - 34,6.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,35 - 39,18.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,40 - 49,206.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,50 - 59,593.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,50 - 59,60 +,390.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,total,519.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,30 - 34,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,40 - 49,10.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,50 - 59,66.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,Общо за страната,60 +,60 +,441.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,total,244.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,под 18,8.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,18 - 19,71.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,20 - 24,147.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,25 - 29,14.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,30 - 34,3.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,Под 18,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,total,796.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,18 - 19,153.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,20 - 24,472.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,25 - 29,123.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,30 - 34,34.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,35 - 39,11.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,40 - 49,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,18 - 19,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,total,3068.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,18 - 19,50.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,20 - 24,970.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,25 - 29,1343.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,30 - 34,519.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,35 - 39,121.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,40 - 49,55.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,50 - 59,9.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,total,4961.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,18 - 19,4.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,20 - 24,211.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,25 - 29,2191.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,30 - 34,1830.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,35 - 39,523.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,40 - 49,183.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,50 - 59,15.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,25 - 29,60 +,4.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,total,3787.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,20 - 24,40.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,25 - 29,387.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,30 - 34,1669.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,35 - 39,1107.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,40 - 49,528.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,50 - 59,48.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,30 - 34,60 +,6.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,total,2230.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,20 - 24,15.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,25 - 29,73.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,30 - 34,338.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,35 - 39,812.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,40 - 49,858.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,50 - 59,110.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,35 - 39,60 +,23.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,total,2660.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,20 - 24,7.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,25 - 29,27.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,30 - 34,127.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,35 - 39,265.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,40 - 49,1490.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,50 - 59,620.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,40 - 49,60 +,123.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,total,866.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,25 - 29,3.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,30 - 34,4.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,35 - 39,15.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,40 - 49,153.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,50 - 59,433.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,50 - 59,60 +,258.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,60 +,total,364.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,60 +,30 - 34,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,60 +,40 - 49,8.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,60 +,50 - 59,47.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В градовете,60 +,60 +,308.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,total,130.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,под 18,11.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,18 - 19,27.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,20 - 24,72.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,25 - 29,13.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,30 - 34,5.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,Под 18,35 - 39,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,total,535.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,под 18,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,18 - 19,77.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,20 - 24,323.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,25 - 29,108.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,30 - 34,21.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,35 - 39,3.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,18 - 19,40 - 49,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,total,1699.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,18 - 19,28.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,20 - 24,572.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,25 - 29,754.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,30 - 34,286.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,35 - 39,43.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,40 - 49,15.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,20 - 24,50 - 59,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,total,1527.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,18 - 19,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,20 - 24,103.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,25 - 29,628.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,30 - 34,552.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,35 - 39,181.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,40 - 49,54.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,25 - 29,50 - 59,7.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,total,974.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,20 - 24,31.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,25 - 29,118.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,30 - 34,368.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,35 - 39,294.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,40 - 49,147.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,50 - 59,13.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,30 - 34,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,total,722.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,20 - 24,5.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,25 - 29,27.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,30 - 34,90.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,35 - 39,248.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,40 - 49,313.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,50 - 59,37.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,35 - 39,60 +,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,total,944.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,18 - 19,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,20 - 24,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,25 - 29,5.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,30 - 34,31.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,35 - 39,95.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,40 - 49,536.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,50 - 59,239.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,40 - 49,60 +,35.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,total,351.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,25 - 29,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,30 - 34,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,35 - 39,3.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,40 - 49,53.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,50 - 59,160.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,50-59,60 +,132.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,60 +,total,155.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,60 +,35 - 39,1.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,60 +,40 - 49,2.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,60 +,50 - 59,19.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2022,В селата,60 +,60 +,133.0,Pop_4.1.2._Marriages_DR.xlsx,2022
marriages_age_matrix,2023,Общо за страната,Под 18,total,323.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,под 18,15.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,18 - 19,100.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,20 - 24,164.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,25 - 29,32.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,30 - 34,11.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,Под 18,50 - 59,1.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,total,1062.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,под 18,2.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,18 - 19,196.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,20 - 24,623.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,25 - 29,161.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,30 - 34,53.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,35 - 39,17.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,40 - 49,9.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,18 - 19,50 - 59,1.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,total,3947.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,под 18,2.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,18 - 19,60.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,20 - 24,1267.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,25 - 29,1757.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,30 - 34,674.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,35 - 39,130.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,40 - 49,52.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,50 - 59,4.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,20 - 24,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,total,5275.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,18 - 19,5.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,20 - 24,238.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,25 - 29,2361.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,30 - 34,1920.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,35 - 39,561.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,40 - 49,169.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,50 - 59,20.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,25 - 29,60 +,1.0,Pop_4.1.2._Marriages_DR.xlsx,2023
marriages_age_matrix,2023,Общо за страната,30 - 34,total,3855.0,Pop_4.1.2._Marriages_DR.xlsx,2023
