year,territory_raw,territory_level,measure,value
2020,Търговище,oblast,30 - 34,196.0
2020,Търговище,oblast,35 - 39,81.0
2020,Търговище,oblast,40 - 44,17.0
2020,Търговище,oblast,45 +,4.0
2020,Хасково,oblast,Общо,1670.0
2020,Хасково,oblast,Възраст на майката | под 20,248.0
2020,Хасково,oblast,20 - 24,355.0
2020,Хасково,oblast,25 - 29,449.0
2020,Хасково,oblast,30 - 34,405.0
2020,Хасково,oblast,35 - 39,173.0
2020,Хасково,oblast,40 - 44,35.0
2020,Хасково,oblast,45 +,5.0
2020,Шумен,oblast,Общо,1225.0
2020,Шумен,oblast,Възраст на майката | под 20,104.0
2020,Шумен,oblast,20 - 24,269.0
2020,Шумен,oblast,25 - 29,357.0
2020,Шумен,oblast,30 - 34,311.0
2020,Шумен,oblast,35 - 39,138.0
2020,Шумен,oblast,40 - 44,41.0
2020,Шумен,oblast,45 +,5.0
2020,Ямбол,oblast,Общо,1098.0
2020,Ямбол,oblast,Възраст на майката | под 20,260.0
2020,Ямбол,oblast,20 - 24,236.0
2020,Ямбол,oblast,25 - 29,247.0
2020,Ямбол,oblast,30 - 34,216.0
2020,Ямбол,oblast,35 - 39,104.0
2020,Ямбол,oblast,40 - 44,28.0
2020,Ямбол,oblast,45 +,7.0
2021,Общо за страната,country,Общо,58678.0
2021,Общо за страната,country,Възраст на майката | под 20,5861.0
2021,Общо за страната,country,20 - 24,9984.0
2021,Общо за страната,country,25 - 29,15744.0
2021,Общо за страната,country,30 - 34,16780.0
2021,Общо за страната,country,35 - 39,8043.0
2021,Общо за страната,country,40 - 44,1959.0
2021,Общо за страната,country,45 +,304.0
2021,Общо за страната,country,непоказана,3.0
2021,Благоевград,oblast,Общо,2595.0
2021,Благоевград,oblast,Възраст на майката | под 20,188.0
2021,Благоевград,oblast,20 - 24,484.0
2021,Благоевград,oblast,25 - 29,764.0
2021,Благоевград,oblast,30 - 34,776.0
2021,Благоевград,oblast,35 - 39,307.0
2021,Благоевград,oblast,40 - 44,56.0
2021,Благоевград,oblast,45 +,20.0
2021,Бургас,oblast,Общо,3399.0
2021,Бургас,oblast,Възраст на майката | под 20,380.0
2021,Бургас,oblast,20 - 24,606.0
2021,Бургас,oblast,25 - 29,896.0
2021,Бургас,oblast,30 - 34,954.0
2021,Бургас,oblast,35 - 39,431.0
2021,Бургас,oblast,40 - 44,114.0
2021,Бургас,oblast,45 +,18.0
2021,Варна,oblast,Общо,4184.0
2021,Варна,oblast,Възраст на майката | под 20,211.0
2021,Варна,oblast,20 - 24,629.0
2021,Варна,oblast,25 - 29,1103.0
2021,Варна,oblast,30 - 34,1313.0
2021,Варна,oblast,35 - 39,719.0
2021,Варна,oblast,40 - 44,176.0
2021,Варна,oblast,45 +,33.0
2021,Велико Търново,oblast,Общо,1728.0
2021,Велико Търново,oblast,Възраст на майката | под 20,144.0
2021,Велико Търново,oblast,20 - 24,341.0
2021,Велико Търново,oblast,25 - 29,500.0
2021,Велико Търново,oblast,30 - 34,478.0
2021,Велико Търново,oblast,35 - 39,195.0
2021,Велико Търново,oblast,40 - 44,63.0
2021,Велико Търново,oblast,45 +,7.0
2021,Видин,oblast,Общо,528.0
2021,Видин,oblast,Възраст на майката | под 20,102.0
2021,Видин,oblast,20 - 24,116.0
2021,Видин,oblast,25 - 29,127.0
2021,Видин,oblast,30 - 34,113.0
2021,Видин,oblast,35 - 39,57.0
2021,Видин,oblast,40 - 44,12.0
2021,Видин,oblast,45 +,1.0
2021,Враца,oblast,Общо,1242.0
2021,Враца,oblast,Възраст на майката | под 20,168.0
2021,Враца,oblast,20 - 24,299.0
2021,Враца,oblast,25 - 29,339.0
2021,Враца,oblast,30 - 34,277.0
2021,Враца,oblast,35 - 39,121.0
2021,Враца,oblast,40 - 44,32.0
2021,Враца,oblast,45 +,6.0
2021,Габрово,oblast,Общо,610.0
2021,Габрово,oblast,Възраст на майката | под 20,57.0
2021,Габрово,oblast,20 - 24,99.0
2021,Габрово,oblast,25 - 29,158.0
2021,Габрово,oblast,30 - 34,181.0
2021,Габрово,oblast,35 - 39,90.0
2021,Габрово,oblast,40 - 44,22.0
2021,Габрово,oblast,45 +,3.0
2021,Добрич,oblast,Общо,1144.0
2021,Добрич,oblast,Възраст на майката | под 20,161.0
2021,Добрич,oblast,20 - 24,248.0
2021,Добрич,oblast,25 - 29,300.0
2021,Добрич,oblast,30 - 34,288.0
2021,Добрич,oblast,35 - 39,113.0
2021,Добрич,oblast,40 - 44,29.0
2021,Добрич,oblast,45 +,5.0
2021,Кърджали,oblast,Общо,1029.0
2021,Кърджали,oblast,Възраст на майката | под 20,82.0
2021,Кърджали,oblast,20 - 24,185.0
2021,Кърджали,oblast,25 - 29,349.0
2021,Кърджали,oblast,30 - 34,288.0
2021,Кърджали,oblast,35 - 39,105.0
2021,Кърджали,oblast,40 - 44,19.0
2021,Кърджали,oblast,45 +,1.0
2021,Кюстендил,oblast,Общо,761.0
2021,Кюстендил,oblast,Възраст на майката | под 20,110.0
2021,Кюстендил,oblast,20 - 24,144.0
2021,Кюстендил,oblast,25 - 29,203.0
2021,Кюстендил,oblast,30 - 34,187.0
2021,Кюстендил,oblast,35 - 39,89.0
2021,Кюстендил,oblast,40 - 44,26.0
2021,Кюстендил,oblast,45 +,2.0
2021,Ловеч,oblast,Общо,965.0
2021,Ловеч,oblast,Възраст на майката | под 20,147.0
2021,Ловеч,oblast,20 - 24,234.0
2021,Ловеч,oblast,25 - 29,252.0
2021,Ловеч,oblast,30 - 34,206.0
2021,Ловеч,oblast,35 - 39,94.0
2021,Ловеч,oblast,40 - 44,27.0
2021,Ловеч,oblast,45 +,3.0
2021,Ловеч,oblast,непоказана,2.0
2021,Монтана,oblast,Общо,953.0
2021,Монтана,oblast,Възраст на майката | под 20,153.0
2021,Монтана,oblast,20 - 24,259.0
2021,Монтана,oblast,25 - 29,219.0
2021,Монтана,oblast,30 - 34,206.0
2021,Монтана,oblast,35 - 39,98.0
2021,Монтана,oblast,40 - 44,17.0
2021,Монтана,oblast,45 +,1.0
2021,Пазарджик,oblast,Общо,2057.0
2021,Пазарджик,oblast,Възраст на майката | под 20,362.0
2021,Пазарджик,oblast,20 - 24,466.0
2021,Пазарджик,oblast,25 - 29,516.0
2021,Пазарджик,oblast,30 - 34,457.0
2021,Пазарджик,oblast,35 - 39,213.0
2021,Пазарджик,oblast,40 - 44,41.0
2021,Пазарджик,oblast,45 +,2.0
2021,Перник,oblast,Общо,853.0
2021,Перник,oblast,Възраст на майката | под 20,64.0
2021,Перник,oblast,20 - 24,130.0
2021,Перник,oblast,25 - 29,262.0
2021,Перник,oblast,30 - 34,252.0
2021,Перник,oblast,35 - 39,117.0
2021,Перник,oblast,40 - 44,26.0
2021,Перник,oblast,45 +,2.0
2021,Плевен,oblast,Общо,1786.0
2021,Плевен,oblast,Възраст на майката | под 20,243.0
2021,Плевен,oblast,20 - 24,401.0
2021,Плевен,oblast,25 - 29,480.0
2021,Плевен,oblast,30 - 34,429.0
2021,Плевен,oblast,35 - 39,180.0
2021,Плевен,oblast,40 - 44,41.0
2021,Плевен,oblast,45 +,12.0
2021,Пловдив,oblast,Общо,6212.0
2021,Пловдив,oblast,Възраст на майката | под 20,680.0
2021,Пловдив,oblast,20 - 24,1024.0
2021,Пловдив,oblast,25 - 29,1714.0
2021,Пловдив,oblast,30 - 34,1759.0
2021,Пловдив,oblast,35 - 39,810.0
2021,Пловдив,oblast,40 - 44,195.0
2021,Пловдив,oblast,45 +,30.0
2021,Разград,oblast,Общо,800.0
2021,Разград,oblast,Възраст на майката | под 20,62.0
2021,Разград,oblast,20 - 24,181.0
2021,Разград,oblast,25 - 29,290.0
2021,Разград,oblast,30 - 34,189.0
2021,Разград,oblast,35 - 39,74.0
2021,Разград,oblast,40 - 44,4.0
2021,Русе,oblast,Общо,1545.0
2021,Русе,oblast,Възраст на майката | под 20,97.0
2021,Русе,oblast,20 - 24,259.0
2021,Русе,oblast,25 - 29,444.0
2021,Русе,oblast,30 - 34,481.0
2021,Русе,oblast,35 - 39,206.0
2021,Русе,oblast,40 - 44,54.0
2021,Русе,oblast,45 +,4.0
2021,Силистра,oblast,Общо,786.0
2021,Силистра,oblast,Възраст на майката | под 20,112.0
2021,Силистра,oblast,20 - 24,168.0
2021,Силистра,oblast,25 - 29,236.0
2021,Силистра,oblast,30 - 34,187.0
2021,Силистра,oblast,35 - 39,67.0
2021,Силистра,oblast,40 - 44,13.0
2021,Силистра,oblast,45 +,3.0
2021,Сливен,oblast,Общо,2166.0
2021,Сливен,oblast,Възраст на майката | под 20,649.0
2021,Сливен,oblast,20 - 24,547.0
2021,Сливен,oblast,25 - 29,458.0
2021,Сливен,oblast,30 - 34,314.0
2021,Сливен,oblast,35 - 39,159.0
2021,Сливен,oblast,40 - 44,36.0
2021,Сливен,oblast,45 +,3.0
2021,Смолян,oblast,Общо,587.0
2021,Смолян,oblast,Възраст на майката | под 20,17.0
2021,Смолян,oblast,20 - 24,93.0
2021,Смолян,oblast,25 - 29,189.0
2021,Смолян,oblast,30 - 34,183.0
2021,Смолян,oblast,35 - 39,83.0
2021,Смолян,oblast,40 - 44,20.0
2021,Смолян,oblast,45 +,2.0
2021,София (столица),oblast,Общо,13135.0
2021,София (столица),oblast,Възраст на майката | под 20,325.0
2021,София (столица),oblast,20 - 24,1075.0
2021,София (столица),oblast,25 - 29,3259.0
2021,София (столица),oblast,30 - 34,4961.0
2021,София (столица),oblast,35 - 39,2686.0
2021,София (столица),oblast,40 - 44,719.0
2021,София (столица),oblast,45 +,109.0
2021,София (столица),oblast,непоказана,1.0
2021,София,oblast,Общо,2113.0
2021,София,oblast,Възраст на майката | под 20,270.0
2021,София,oblast,20 - 24,490.0
2021,София,oblast,25 - 29,570.0
2021,София,oblast,30 - 34,498.0
2021,София,oblast,35 - 39,241.0
2021,София,oblast,40 - 44,37.0
2021,София,oblast,45 +,7.0
2021,Стара Загора,oblast,Общо,2726.0
2021,Стара Загора,oblast,Възраст на майката | под 20,394.0
2021,Стара Загора,oblast,20 - 24,516.0
2021,Стара Загора,oblast,25 - 29,725.0
2021,Стара Загора,oblast,30 - 34,690.0
2021,Стара Загора,oblast,35 - 39,306.0
2021,Стара Загора,oblast,40 - 44,82.0
2021,Стара Загора,oblast,45 +,13.0
2021,Търговище,oblast,Общо,804.0
2021,Търговище,oblast,Възраст на майката | под 20,79.0
2021,Търговище,oblast,20 - 24,161.0
2021,Търговище,oblast,25 - 29,254.0
2021,Търговище,oblast,30 - 34,214.0
2021,Търговище,oblast,35 - 39,76.0
2021,Търговище,oblast,40 - 44,15.0
2021,Търговище,oblast,45 +,5.0
2021,Хасково,oblast,Общо,1678.0
2021,Хасково,oblast,Възраст на майката | под 20,249.0
2021,Хасково,oblast,20 - 24,332.0
2021,Хасково,oblast,25 - 29,486.0
2021,Хасково,oblast,30 - 34,392.0
2021,Хасково,oblast,35 - 39,174.0
2021,Хасково,oblast,40 - 44,38.0
2021,Хасково,oblast,45 +,7.0
2021,Шумен,oblast,Общо,1225.0
2021,Шумен,oblast,Възраст на майката | под 20,110.0
2021,Шумен,oblast,20 - 24,259.0
2021,Шумен,oblast,25 - 29,399.0
2021,Шумен,oblast,30 - 34,287.0
2021,Шумен,oblast,35 - 39,139.0
2021,Шумен,oblast,40 - 44,27.0
2021,Шумен,oblast,45 +,4.0
2021,Ямбол,oblast,Общо,1067.0
2021,Ямбол,oblast,Възраст на майката | под 20,245.0
2021,Ямбол,oblast,20 - 24,238.0
2021,Ямбол,oblast,25 - 29,252.0
2021,Ямбол,oblast,30 - 34,220.0
2021,Ямбол,oblast,35 - 39,93.0
2021,Ямбол,oblast,40 - 44,18.0
2021,Ямбол,oblast,45 +,1.0
2022,Общо за страната,country,Общо,56596.0
2022,Общо за страната,country,Възраст на майката | под 20,5769.0
2022,Общо за страната,country,20 - 24,9813.0
2022,Общо за страната,country,25 - 29,14637.0
2022,Общо за страната,country,30 - 34,15717.0
2022,Общо за страната,country,35 - 39,8265.0
2022,Общо за страната,country,40 - 44,1987.0
2022,Общо за страната,country,45 +,405.0
2022,Общо за страната,country,непоказана,3.0
2022,Благоевград,oblast,Общо,2409.0
2022,Благоевград,oblast,Възраст на майката | под 20,196.0
2022,Благоевград,oblast,20 - 24,425.0
2022,Благоевград,oblast,25 - 29,669.0
2022,Благоевград,oblast,30 - 34,692.0
2022,Благоевград,oblast,35 - 39,328.0
2022,Благоевград,oblast,40 - 44,74.0
2022,Благоевград,oblast,45 +,25.0
2022,Бургас,oblast,Общо,3221.0
2022,Бургас,oblast,Възраст на майката | под 20,351.0
2022,Бургас,oblast,20 - 24,594.0
2022,Бургас,oblast,25 - 29,844.0
2022,Бургас,oblast,30 - 34,879.0
2022,Бургас,oblast,35 - 39,427.0
2022,Бургас,oblast,40 - 44,105.0
2022,Бургас,oblast,45 +,20.0
2022,Бургас,oblast,непоказана,1.0
2022,Варна,oblast,Общо,3980.0
2022,Варна,oblast,Възраст на майката | под 20,231.0
2022,Варна,oblast,20 - 24,585.0
2022,Варна,oblast,25 - 29,1062.0
2022,Варна,oblast,30 - 34,1259.0
2022,Варна,oblast,35 - 39,656.0
2022,Варна,oblast,40 - 44,162.0
2022,Варна,oblast,45 +,25.0
2022,Велико Търново,oblast,Общо,1574.0
2022,Велико Търново,oblast,Възраст на майката | под 20,133.0
2022,Велико Търново,oblast,20 - 24,310.0
2022,Велико Търново,oblast,25 - 29,409.0
2022,Велико Търново,oblast,30 - 34,446.0
2022,Велико Търново,oblast,35 - 39,205.0
2022,Велико Търново,oblast,40 - 44,57.0
2022,Велико Търново,oblast,45 +,14.0
2022,Видин,oblast,Общо,500.0
2022,Видин,oblast,Възраст на майката | под 20,78.0
2022,Видин,oblast,20 - 24,128.0
2022,Видин,oblast,25 - 29,119.0
2022,Видин,oblast,30 - 34,104.0
2022,Видин,oblast,35 - 39,58.0
2022,Видин,oblast,40 - 44,12.0
2022,Видин,oblast,45 +,1.0
2022,Враца,oblast,Общо,1235.0
2022,Враца,oblast,Възраст на майката | под 20,137.0
2022,Враца,oblast,20 - 24,314.0
2022,Враца,oblast,25 - 29,346.0
2022,Враца,oblast,30 - 34,278.0
2022,Враца,oblast,35 - 39,126.0
2022,Враца,oblast,40 - 44,28.0
2022,Враца,oblast,45 +,6.0
2022,Габрово,oblast,Общо,685.0
2022,Габрово,oblast,Възраст на майката | под 20,50.0
2022,Габрово,oblast,20 - 24,137.0
2022,Габрово,oblast,25 - 29,181.0
2022,Габрово,oblast,30 - 34,193.0
2022,Габрово,oblast,35 - 39,87.0
2022,Габрово,oblast,40 - 44,32.0
2022,Габрово,oblast,45 +,5.0
2022,Добрич,oblast,Общо,1082.0
2022,Добрич,oblast,Възраст на майката | под 20,121.0
2022,Добрич,oblast,20 - 24,231.0
2022,Добрич,oblast,25 - 29,273.0
2022,Добрич,oblast,30 - 34,286.0
2022,Добрич,oblast,35 - 39,133.0
2022,Добрич,oblast,40 - 44,31.0
2022,Добрич,oblast,45 +,7.0
2022,Кърджали,oblast,Общо,1098.0
2022,Кърджали,oblast,Възраст на майката | под 20,72.0
2022,Кърджали,oblast,20 - 24,202.0
2022,Кърджали,oblast,25 - 29,350.0
2022,Кърджали,oblast,30 - 34,322.0
2022,Кърджали,oblast,35 - 39,127.0
2022,Кърджали,oblast,40 - 44,25.0
2022,Кюстендил,oblast,Общо,813.0
2022,Кюстендил,oblast,Възраст на майката | под 20,99.0
2022,Кюстендил,oblast,20 - 24,163.0
2022,Кюстендил,oblast,25 - 29,179.0
2022,Кюстендил,oblast,30 - 34,226.0
2022,Кюстендил,oblast,35 - 39,103.0
2022,Кюстендил,oblast,40 - 44,35.0
2022,Кюстендил,oblast,45 +,8.0
2022,Ловеч,oblast,Общо,1001.0
2022,Ловеч,oblast,Възраст на майката | под 20,205.0
2022,Ловеч,oblast,20 - 24,243.0
2022,Ловеч,oblast,25 - 29,237.0
2022,Ловеч,oblast,30 - 34,211.0
2022,Ловеч,oblast,35 - 39,82.0
2022,Ловеч,oblast,40 - 44,20.0
2022,Ловеч,oblast,45 +,3.0
2022,Монтана,oblast,Общо,890.0
2022,Монтана,oblast,Възраст на майката | под 20,153.0
2022,Монтана,oblast,20 - 24,235.0
2022,Монтана,oblast,25 - 29,220.0
2022,Монтана,oblast,30 - 34,176.0
2022,Монтана,oblast,35 - 39,88.0
2022,Монтана,oblast,40 - 44,16.0
2022,Монтана,oblast,45 +,2.0
2022,Пазарджик,oblast,Общо,2004.0
2022,Пазарджик,oblast,Възраст на майката | под 20,353.0
2022,Пазарджик,oblast,20 - 24,455.0
2022,Пазарджик,oblast,25 - 29,504.0
2022,Пазарджик,oblast,30 - 34,432.0
2022,Пазарджик,oblast,35 - 39,207.0
2022,Пазарджик,oblast,40 - 44,43.0
2022,Пазарджик,oblast,45 +,10.0
2022,Перник,oblast,Общо,778.0
2022,Перник,oblast,Възраст на майката | под 20,49.0
2022,Перник,oblast,20 - 24,138.0
2022,Перник,oblast,25 - 29,203.0
2022,Перник,oblast,30 - 34,244.0
2022,Перник,oblast,35 - 39,120.0
2022,Перник,oblast,40 - 44,19.0
2022,Перник,oblast,45 +,5.0
2022,Плевен,oblast,Общо,1838.0
2022,Плевен,oblast,Възраст на майката | под 20,279.0
2022,Плевен,oblast,20 - 24,421.0
2022,Плевен,oblast,25 - 29,471.0
2022,Плевен,oblast,30 - 34,419.0
2022,Плевен,oblast,35 - 39,190.0
2022,Плевен,oblast,40 - 44,47.0
2022,Плевен,oblast,45 +,11.0
2022,Пловдив,oblast,Общо,6107.0
2022,Пловдив,oblast,Възраст на майката | под 20,635.0
2022,Пловдив,oblast,20 - 24,996.0
2022,Пловдив,oblast,25 - 29,1648.0
2022,Пловдив,oblast,30 - 34,1739.0
2022,Пловдив,oblast,35 - 39,870.0
2022,Пловдив,oblast,40 - 44,182.0
2022,Пловдив,oblast,45 +,37.0
2022,Разград,oblast,Общо,772.0
2022,Разград,oblast,Възраст на майката | под 20,60.0
2022,Разград,oblast,20 - 24,177.0
2022,Разград,oblast,25 - 29,247.0
2022,Разград,oblast,30 - 34,197.0
2022,Разград,oblast,35 - 39,78.0
2022,Разград,oblast,40 - 44,10.0
2022,Разград,oblast,45 +,3.0
2022,Русе,oblast,Общо,1343.0
2022,Русе,oblast,Възраст на майката | под 20,91.0
2022,Русе,oblast,20 - 24,228.0
2022,Русе,oblast,25 - 29,384.0
2022,Русе,oblast,30 - 34,384.0
2022,Русе,oblast,35 - 39,206.0
2022,Русе,oblast,40 - 44,44.0
2022,Русе,oblast,45 +,6.0
2022,Силистра,oblast,Общо,772.0
2022,Силистра,oblast,Възраст на майката | под 20,98.0
2022,Силистра,oblast,20 - 24,179.0
2022,Силистра,oblast,25 - 29,218.0
2022,Силистра,oblast,30 - 34,176.0
2022,Силистра,oblast,35 - 39,71.0
2022,Силистра,oblast,40 - 44,25.0
2022,Силистра,oblast,45 +,5.0
2022,Сливен,oblast,Общо,2091.0
2022,Сливен,oblast,Възраст на майката | под 20,649.0
2022,Сливен,oblast,20 - 24,539.0
2022,Сливен,oblast,25 - 29,420.0
2022,Сливен,oblast,30 - 34,293.0
2022,Сливен,oblast,35 - 39,138.0
2022,Сливен,oblast,40 - 44,43.0
2022,Сливен,oblast,45 +,9.0
2022,Смолян,oblast,Общо,482.0
2022,Смолян,oblast,Възраст на майката | под 20,26.0
2022,Смолян,oblast,20 - 24,75.0
2022,Смолян,oblast,25 - 29,124.0
2022,Смолян,oblast,30 - 34,152.0
2022,Смолян,oblast,35 - 39,85.0
2022,Смолян,oblast,40 - 44,19.0
2022,Смолян,oblast,45 +,1.0
2022,София (столица),oblast,Общо,12778.0
2022,София (столица),oblast,Възраст на майката | под 20,345.0
2022,София (столица),oblast,20 - 24,1056.0
2022,София (столица),oblast,25 - 29,3123.0
2022,София (столица),oblast,30 - 34,4554.0
2022,София (столица),oblast,35 - 39,2828.0
2022,София (столица),oblast,40 - 44,699.0
2022,София (столица),oblast,45 +,172.0
2022,София (столица),oblast,непоказана,1.0
2022,София,oblast,Общо,2018.0
2022,София,oblast,Възраст на майката | под 20,258.0
2022,София,oblast,20 - 24,449.0
2022,София,oblast,25 - 29,559.0
2022,София,oblast,30 - 34,446.0
2022,София,oblast,35 - 39,234.0
2022,София,oblast,40 - 44,67.0
2022,София,oblast,45 +,5.0
2022,Стара Загора,oblast,Общо,2448.0
2022,Стара Загора,oblast,Възраст на майката | под 20,385.0
2022,Стара Загора,oblast,20 - 24,484.0
2022,Стара Загора,oblast,25 - 29,600.0
2022,Стара Загора,oblast,30 - 34,572.0
2022,Стара Загора,oblast,35 - 39,316.0
2022,Стара Загора,oblast,40 - 44,75.0
2022,Стара Загора,oblast,45 +,15.0
2022,Стара Загора,oblast,непоказана,1.0
2022,Търговище,oblast,Общо,801.0
2022,Търговище,oblast,Възраст на майката | под 20,91.0
2022,Търговище,oblast,20 - 24,186.0
2022,Търговище,oblast,25 - 29,231.0
2022,Търговище,oblast,30 - 34,197.0
2022,Търговище,oblast,35 - 39,80.0
2022,Търговище,oblast,40 - 44,16.0
2022,Хасково,oblast,Общо,1627.0
2022,Хасково,oblast,Възраст на майката | под 20,239.0
2022,Хасково,oblast,20 - 24,357.0
2022,Хасково,oblast,25 - 29,413.0
2022,Хасково,oblast,30 - 34,379.0
2022,Хасково,oblast,35 - 39,190.0
2022,Хасково,oblast,40 - 44,48.0
2022,Хасково,oblast,45 +,1.0
2022,Шумен,oblast,Общо,1215.0
2022,Шумен,oblast,Възраст на майката | под 20,120.0
2022,Шумен,oblast,20 - 24,258.0
2022,Шумен,oblast,25 - 29,391.0
2022,Шумен,oblast,30 - 34,285.0
2022,Шумен,oblast,35 - 39,135.0
2022,Шумен,oblast,40 - 44,24.0
2022,Шумен,oblast,45 +,2.0
2022,Ямбол,oblast,Общо,1034.0
2022,Ямбол,oblast,Възраст на майката | под 20,265.0
2022,Ямбол,oblast,20 - 24,248.0
2022,Ямбол,oblast,25 - 29,212.0
2022,Ямбол,oblast,30 - 34,176.0
2022,Ямбол,oblast,35 - 39,97.0
2022,Ямбол,oblast,40 - 44,29.0
2022,Ямбол,oblast,45 +,7.0
2023,Общо за страната,country,Общо,57197.0
2023,Общо за страната,country,Възраст на майката | под 20,5820.0
2023,Общо за страната,country,20 - 24,10206.0
2023,Общо за страната,country,25 - 29,14223.0
2023,Общо за страната,country,30 - 34,15588.0
2023,Общо за страната,country,35 - 39,8718.0
2023,Общо за страната,country,40 - 44,2166.0
2023,Общо за страната,country,45 +,475.0
2023,Общо за страната,country,непоказана,1.0
2023,Благоевград,oblast,Общо,2530.0
2023,Благоевград,oblast,Възраст на майката | под 20,237.0
2023,Благоевград,oblast,20 - 24,449.0
2023,Благоевград,oblast,25 - 29,672.0
2023,Благоевград,oblast,30 - 34,730.0
2023,Благоевград,oblast,35 - 39,354.0
2023,Благоевград,oblast,40 - 44,74.0
2023,Благоевград,oblast,45 +,14.0
2023,Бургас,oblast,Общо,3376.0
2023,Бургас,oblast,Възраст на майката | под 20,385.0
2023,Бургас,oblast,20 - 24,649.0
2023,Бургас,oblast,25 - 29,831.0
2023,Бургас,oblast,30 - 34,880.0
2023,Бургас,oblast,35 - 39,495.0
2023,Бургас,oblast,40 - 44,108.0
2023,Бургас,oblast,45 +,28.0
2023,Варна,oblast,Общо,3857.0
2023,Варна,oblast,Възраст на майката | под 20,233.0
2023,Варна,oblast,20 - 24,568.0
2023,Варна,oblast,25 - 29,971.0
2023,Варна,oblast,30 - 34,1187.0
2023,Варна,oblast,35 - 39,685.0
2023,Варна,oblast,40 - 44,181.0
2023,Варна,oblast,45 +,32.0
2023,Велико Търново,oblast,Общо,1587.0
2023,Велико Търново,oblast,Възраст на майката | под 20,116.0
2023,Велико Търново,oblast,20 - 24,347.0
2023,Велико Търново,oblast,25 - 29,396.0
2023,Велико Търново,oblast,30 - 34,428.0
2023,Велико Търново,oblast,35 - 39,234.0
2023,Велико Търново,oblast,40 - 44,58.0
2023,Велико Търново,oblast,45 +,8.0
2023,Видин,oblast,Общо,517.0
2023,Видин,oblast,Възраст на майката | под 20,71.0
2023,Видин,oblast,20 - 24,127.0
2023,Видин,oblast,25 - 29,121.0
2023,Видин,oblast,30 - 34,110.0
2023,Видин,oblast,35 - 39,67.0
2023,Видин,oblast,40 - 44,16.0
2023,Видин,oblast,45 +,5.0
2023,Враца,oblast,Общо,1265.0
2023,Враца,oblast,Възраст на майката | под 20,141.0
2023,Враца,oblast,20 - 24,292.0
2023,Враца,oblast,25 - 29,355.0
2023,Враца,oblast,30 - 34,282.0
2023,Враца,oblast,35 - 39,147.0
2023,Враца,oblast,40 - 44,42.0
2023,Враца,oblast,45 +,6.0
2023,Габрово,oblast,Общо,650.0
2023,Габрово,oblast,Възраст на майката | под 20,44.0
2023,Габрово,oblast,20 - 24,112.0
2023,Габрово,oblast,25 - 29,169.0
2023,Габрово,oblast,30 - 34,182.0
2023,Габрово,oblast,35 - 39,106.0
2023,Габрово,oblast,40 - 44,29.0
2023,Габрово,oblast,45 +,8.0
2023,Добрич,oblast,Общо,1145.0
2023,Добрич,oblast,Възраст на майката | под 20,138.0
2023,Добрич,oblast,20 - 24,261.0
2023,Добрич,oblast,25 - 29,266.0
2023,Добрич,oblast,30 - 34,293.0
2023,Добрич,oblast,35 - 39,148.0
2023,Добрич,oblast,40 - 44,37.0
2023,Добрич,oblast,45 +,2.0
2023,Кърджали,oblast,Общо,1191.0
2023,Кърджали,oblast,Възраст на майката | под 20,76.0
2023,Кърджали,oblast,20 - 24,199.0
2023,Кърджали,oblast,25 - 29,343.0
2023,Кърджали,oblast,30 - 34,386.0
2023,Кърджали,oblast,35 - 39,151.0
2023,Кърджали,oblast,40 - 44,32.0
2023,Кърджали,oblast,45 +,4.0
2023,Кюстендил,oblast,Общо,769.0
2023,Кюстендил,oblast,Възраст на майката | под 20,99.0
2023,Кюстендил,oblast,20 - 24,180.0
2023,Кюстендил,oblast,25 - 29,177.0
2023,Кюстендил,oblast,30 - 34,179.0
2023,Кюстендил,oblast,35 - 39,112.0
2023,Кюстендил,oblast,40 - 44,17.0
2023,Кюстендил,oblast,45 +,5.0
2023,Ловеч,oblast,Общо,951.0
2023,Ловеч,oblast,Възраст на майката | под 20,175.0
2023,Ловеч,oblast,20 - 24,244.0
2023,Ловеч,oblast,25 - 29,226.0
2023,Ловеч,oblast,30 - 34,182.0
2023,Ловеч,oblast,35 - 39,100.0
2023,Ловеч,oblast,40 - 44,20.0
2023,Ловеч,oblast,45 +,4.0
2023,Монтана,oblast,Общо,894.0
2023,Монтана,oblast,Възраст на майката | под 20,149.0
2023,Монтана,oblast,20 - 24,234.0
2023,Монтана,oblast,25 - 29,206.0
2023,Монтана,oblast,30 - 34,176.0
2023,Монтана,oblast,35 - 39,100.0
2023,Монтана,oblast,40 - 44,22.0
2023,Монтана,oblast,45 +,7.0
2023,Пазарджик,oblast,Общо,2143.0
2023,Пазарджик,oblast,Възраст на майката | под 20,354.0
2023,Пазарджик,oblast,20 - 24,531.0
2023,Пазарджик,oblast,25 - 29,511.0
2023,Пазарджик,oblast,30 - 34,468.0
2023,Пазарджик,oblast,35 - 39,206.0
2023,Пазарджик,oblast,40 - 44,61.0
2023,Пазарджик,oblast,45 +,12.0
2023,Перник,oblast,Общо,716.0
2023,Перник,oblast,Възраст на майката | под 20,38.0
2023,Перник,oblast,20 - 24,131.0
2023,Перник,oblast,25 - 29,205.0
2023,Перник,oblast,30 - 34,208.0
2023,Перник,oblast,35 - 39,111.0
2023,Перник,oblast,40 - 44,17.0
2023,Перник,oblast,45 +,6.0
2023,Плевен,oblast,Общо,1809.0
2023,Плевен,oblast,Възраст на майката | под 20,256.0
