dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
marriages_by_residence,2022,Велико Търново,oblast,Велико Търново,,total,707.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2022,Велико Търново,oblast,Велико Търново,,urban,458.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2022,Велико Търново,oblast,Велико Търново,,rural,249.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Велико Търново,oblast,Велико Търново,,total,556.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Велико Търново,oblast,Велико Търново,,urban,369.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2023,Велико Търново,oblast,Велико Търново,,rural,187.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Велико Търново,oblast,Велико Търново,,total,530.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Велико Търново,oblast,Велико Търново,,urban,352.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2024,Велико Търново,oblast,Велико Търново,,rural,178.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Велико Търново,oblast,Велико Търново,,total,494.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Велико Търново,oblast,Велико Търново,,urban,355.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2025,Велико Търново,oblast,Велико Търново,,rural,139.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2010,Видин,oblast,Видин,,total,220.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2010,Видин,oblast,Видин,,urban,184.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2010,Видин,oblast,Видин,,rural,36.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2011,Видин,oblast,Видин,,total,159.0,Pop_4.1.1._Marriages_DR.xlsx
marriages_by_residence,2011,Видин,oblast,Видин,,urban,122.0,Pop_4.1.1._Marriages_DR.xlsx
