dataset,year,territory_raw,territory_level,oblast,municipality,metric,value,source_file
divorces_by_residence,2013,Видин,oblast,Видин,,urban,109.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2013,Видин,oblast,Видин,,rural,24.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2014,Видин,oblast,Видин,,total,122.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2014,Видин,oblast,Видин,,urban,97.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2014,Видин,oblast,Видин,,rural,25.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2015,Видин,oblast,Видин,,total,119.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2015,Видин,oblast,Видин,,urban,86.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2015,Видин,oblast,Видин,,rural,33.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2016,Видин,oblast,Видин,,total,112.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2016,Видин,oblast,Видин,,urban,84.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2016,Видин,oblast,Видин,,rural,28.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2017,Видин,oblast,Видин,,total,117.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2017,Видин,oblast,Видин,,urban,85.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2017,Видин,oblast,Видин,,rural,32.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2018,Видин,oblast,Видин,,total,127.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2018,Видин,oblast,Видин,,urban,92.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2018,Видин,oblast,Видин,,rural,35.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2019,Видин,oblast,Видин,,total,123.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2019,Видин,oblast,Видин,,urban,82.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2019,Видин,oblast,Видин,,rural,41.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2020,Видин,oblast,Видин,,total,100.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2020,Видин,oblast,Видин,,urban,74.0,Pop_4.2.1._Divorces_DR.xlsx
divorces_by_residence,2020,Видин,oblast,Видин,,rural,26.0,Pop_4.2.1._Divorces_DR.xlsx
